,grade,dba_master,cuisine_description,lat,lng,grade_date
8337,B,ITAVOLO,American,40.757332899999994,-73.96932259999998,2018-02-28
8341,A,LENNY'S PIZZA,Pizza,40.6050777,-73.99857829999998,2018-02-28
8342,A,FABIO RESTAURANT,Italian,40.756592,-73.9692055,2018-02-28
8343,B,THAILAND RESTAURANT,Thai,40.7685469,-73.98871899999999,2018-02-28
8344,A,LE PARIS DAKAR,Caf̩/Coffee/Tea,40.6804306,-73.9467702,2018-02-28
8345,A,TINA'S RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.7630365,-73.97572559999998,2018-02-28
8346,A,E Noodle House,Chinese,40.7594481,-73.8291066,2018-02-28
8377,A,INCHEON RESTAURANT,Korean,40.76214279999999,-73.8029054,2018-02-28
8378,A,YARD WITH STYLE JAMAICAN RESTAURANT,Caribbean,40.64723360000001,-73.8947606,2018-02-28
8379,A,LOT 2,American,40.6606083,-73.9903374,2018-02-28
8380,A,Ice Queen,"Ice Cream, Gelato, Yogurt, Ices",40.7345605,-73.87064240000001,2018-02-28
8395,A,BAY RIDGE DINER,American,40.6252122,-74.0241023,2018-02-28
8396,B,BAYARD BO KY RESTAURANT,Chinese,40.7158191,-73.99862900000002,2018-02-28
8397,B,100 FUN,Asian,40.6301639,-74.00074190000001,2018-02-28
8398,A,CHERNIN SUSHI N RAMEN,Japanese,40.7270908,-73.98812939999998,2018-02-28
8399,Z,PICO,Armenian,40.5782903,-73.84964819999998,2018-02-28
8400,A,GREAT WALL,Chinese,40.604918,-73.979964,2018-02-28
8401,A,PIZZARTE,Italian,40.7629224,-73.9774359,2018-02-28
8402,A,THE BIG RAGU,Pizza,40.7116973,-73.94532749999998,2018-02-28
8403,A,SZECHUAN GOURMET,Chinese,40.7611691,-73.83252009999998,2018-02-28
8404,Z,GOODAS BAR & LOUNGE,Caribbean,40.663858000000005,-73.9305052,2018-02-28
8405,A,BUCA/BUCHETTA,Pizza/Italian,40.7987416,-73.9673646,2018-02-28
8406,A,LAS BANDERAS,Mexican,40.6128782,-73.97351019999998,2018-02-28
8407,A,SAVOY BAKERY,Bakery,40.646184600000005,-73.9950892,2018-02-28
8408,A,EL JOBO SEAFOOD RESTAURANT,Spanish,40.8926776,-73.8556318,2018-02-28
8409,Z,MELBA'S,American,40.803102,-73.95656579999998,2018-02-28
8410,A,EDGAR'S CAFE,Caf̩/Coffee/Tea,40.7913719,-73.97260329999999,2018-02-28
8411,A,SLAVYANSKIY BAZAR,Russian,40.60821850000001,-73.96185229999998,2018-02-28
8412,A,NEW ORIENTAL HOUSE,Chinese,40.854679,-73.89,2018-02-28
8413,A,RUCOLA,Italian,40.6855893,-73.9858725,2018-02-28
8414,A,THE ROAST,Chinese,40.640184600000005,-74.00500559999998,2018-02-28
8415,A,OM INDIAN RESTAURANT,Indian,40.77583129999999,-73.9536392,2018-02-28
8416,A,KOFTE PIYAZ RESTAURANT,Turkish,40.6513819,-74.0034273,2018-02-28
8417,A,BORN THAI,Thai,40.6790434,-73.9735196,2018-02-28
8418,A,SHAKE SHACK,Hamburgers,40.7301092,-73.9902571,2018-02-28
8422,A,SINGAS FAMOUS PIZZA,Pizza,40.7377521,-73.70764,2018-02-28
8423,A,EAST MEETS WEST,Chinese,40.71990460000001,-73.8644862,2018-02-28
8425,A,VIA TRENTA,Italian,40.7648483,-73.91654369999998,2018-02-28
8426,A,EL REY IV BILLIARDS STEAK HOUSE & RESTAURANT,Spanish,40.68554109999999,-73.8645075,2018-02-28
8427,A,COZY CAFE,Middle Eastern,40.723728,-73.9900505,2018-02-28
8428,A,MALLY'S,Mexican,40.703680799999994,-73.92645259999999,2018-02-28
8429,A,BURRITO BAR,Tex-Mex,40.6824846,-73.97631129999998,2018-02-28
8430,A,OPHELIA,American,40.753401000000004,-73.96617370000001,2018-02-28
8431,A,AU BON PAIN,Sandwiches/Salads/Mixed Buffet,40.7531964,-73.706923,2018-02-28
8432,A,GOLDEN HING,Chinese,40.6877432,-73.95506270000001,2018-02-28
8433,A,SWEDISH FOOTBALL CLUB,American,40.6336786,-74.0138197,2018-02-28
8434,A,EL SALVADOR RESTAURANT,Spanish,40.6993141,-73.91180140000002,2018-02-28
8435,A,DUNKIN' DONUTS,Donuts,40.658537,-73.9316199,2018-02-28
8436,C,ZEN 6,Japanese,40.7266901,-73.98724990000001,2018-02-28
8437,A,OUR PLACE CHINA CHALET,Chinese,40.7733804,-73.95581440000001,2018-02-28
8438,A,CARVEL,"Ice Cream, Gelato, Yogurt, Ices",40.8903749,-73.8485914,2018-02-28
8439,A,SICILY'S BEST PIZZERIA & RESTAURANT,Pizza/Italian,40.7051876,-73.9151428,2018-02-28
8440,A,DR. SEA,Seafood,40.75536629999999,-73.81561169999998,2018-02-28
8441,A,MCDONALD'S,Hamburgers,40.7580844,-73.9888488,2018-02-28
8442,A,CURRY BO & YOUNG STREET POKE CO,Japanese,40.7608014,-73.8297618,2018-02-28
8446,A,DUNKIN' DONUTS,Donuts,40.759782,-73.9652452,2018-02-28
8447,A,SET BAR LOUNGE & BILLARDS,American,40.608084999999996,-73.9732329,2018-02-28
8448,A,STEPHANIE'S MEXICAN BAKERY,Mexican,40.752453,-73.86001800000001,2018-02-28
8449,A,INWOOD BAR AND GRILL,American,40.8670557,-73.9224569,2018-02-28
8450,A,THE BURGER BISTRO,American,40.6771744,-73.97967419999998,2018-02-28
8451,A,THE LEGEND KTV,Chinese,40.633078600000005,-74.0066468,2018-02-28
8452,A,VINO LEVANTINO,Mediterranean,40.7930588,-73.9723967,2018-02-28
8453,A,HADRAMOUT RESTAURANT,Middle Eastern,40.689852200000004,-73.99386109999999,2018-02-28
8454,A,WOODHAVEN MANOR CATERS AND BANQUET,American,40.69484840000001,-73.8488366,2018-02-28
8455,Z,DE-LEE-CIOUS CUISINE,Caribbean,40.8784594,-73.844572,2018-02-28
8456,A,SWEETGREEN,Sandwiches/Salads/Mixed Buffet,40.715803799999996,-73.959234,2018-02-28
8457,A,BREAD BROTHERS BAGEL CAFE,Delicatessen,40.7117104,-73.941051,2018-02-28
8458,A,LE PARIS DAKAR,French,40.6811758,-73.94999969999999,2018-02-28
8459,A,"DUNKIN' DONUTS, BASKIN ROBBINS",Donuts,40.652758899999995,-73.92158429999998,2018-02-28
8460,A,MCDONALD'S,American,40.6445306,-73.90128320000001,2018-02-28
8461,B,PUERTA DEL SOL RESTAURANT,Spanish,40.620141,-73.998329,2018-02-28
8462,A,EL CASTILLO BAR RESTAURANT,Spanish,40.6994699,-73.9231918,2018-02-28
8463,A,TACO KING,Tex-Mex,40.7457279,-73.7145008,2018-02-28
8464,A,NEW GRAND WOK,Chinese,40.609311299999995,-73.9316767,2018-02-28
8465,A,DUNKIN' DONUTS,American,40.845881799999994,-73.90234050000002,2018-02-28
8466,A,THE DOG AND DUCK,American,40.746377,-73.918193,2018-02-28
8467,A,BRENDAN'S BAR,"Bottled beverages, including water, sodas, juices, etc.",40.5926949,-73.7827167,2018-02-28
8468,P,FOREST BAGELS,American,40.626375700000004,-74.12929489999998,2018-02-28
8469,A,M.A'S FISH & CHIPS PLUS,Soul Food,40.6814165,-73.9499666,2018-02-28
8470,A,GYRO HUT,Indian,40.632172,-73.966459,2018-02-28
8471,A,SUBWAY,Sandwiches/Salads/Mixed Buffet,40.8878633,-73.8601254,2018-02-28
8472,B,PIO PIO BROOKLYN,Spanish,40.6049769,-73.98028240000001,2018-02-28
8473,B,JASSI'S FINE INDIAN CUISINE,Indian,40.7522033,-73.7029617,2018-02-28
8476,A,GRAND SICHUAN,Chinese,40.7270619,-73.854812,2018-02-28
8477,A,SUBWAY,Sandwiches,40.731599200000005,-73.99436349999998,2018-02-28
8478,A,TACO BELL/PIZZA HUT EXPRESS,Other,40.749361900000004,-73.9950777,2018-02-28
8479,A,The Famous Chicken Place,Chicken,40.748797100000004,-73.9762765,2018-02-28
8480,A,PHO SAIGON,Vietnamese/Cambodian/Malaysia,40.756614500000005,-73.9644761,2018-02-28
8481,A,CROWN FRIED CHICKEN,Chicken,40.7983344,-73.9339248,2018-02-28
8482,C,TRA DI NOI,Italian,40.854936200000004,-73.88688470000001,2018-02-28
8483,A,The Rock NYC,Mediterranean,40.586237100000005,-73.81551979999998,2018-02-28
8484,B,TALDE,Asian,40.665449200000005,-73.9825668,2018-02-28
8485,A,JAVELINA,Mexican,40.73685589999999,-73.98739909999998,2018-02-28
8486,A,NEW QQ CAFE AND BAKERY,Bakery,40.753778499999996,-73.8274256,2018-02-28
8487,A,PIZZA NOVA,Pizza,40.8631532,-73.9259297,2018-02-28
8488,A,DAVID'S GARDEN,Chinese,40.62855089999999,-74.02323009999998,2018-02-28
8489,A,QUE RICO POLLO RESTAURANT & GRILL,Spanish,40.8001018,-73.95228550000002,2018-02-28
8490,A,OPEN KARAOKE,Korean,40.7628022,-73.8151522,2018-02-28
8491,A,KFC,American,40.7345605,-73.87064240000001,2018-02-28
8506,A,ROCKA ROLLA,American,40.713882,-73.95281270000002,2018-02-28
8507,A,FIVE GUYS FAMOUS BURGERS AND FRIES,Hamburgers,40.6944821,-73.99381520000001,2018-02-28
8508,A,"BURGER KING,POPEYES LOUISIANA KITCHEN",Hamburgers,40.6137372,-73.9260163,2018-02-28
8509,A,YELLOW MAGNOLIA CANTEEN,Armenian,40.6666156,-73.9619802,2018-02-28
8511,A,EXTRA FANCY,American,40.7143994,-73.95798100000002,2018-02-28
8512,A,GENNARO'S AT COUNTRY LANES,American,40.5890177,-74.0889411,2018-02-28
8514,A,SHAPESHIFTER LAB,American,40.676349,-73.98604470000001,2018-02-28
8515,B,NOORMAN'S KIL,American,40.7114468,-73.9478417,2018-02-28
8516,Z,DUNKIN' DONUTS/SUBWAY,Donuts,40.66843660000001,-73.99409059999998,2018-02-27
8517,B,ALPHAVILLE,American,40.700486,-73.925855,2018-02-27
8518,A,IHOP,American,40.8803571,-73.90401159999998,2018-02-27
8519,A,ITAL KITCHEN,Vegetarian,40.669552100000004,-73.95800919999998,2018-02-27
8520,A,DEVASTHANAM CANTEEN,Indian,40.75281079999999,-73.8169558,2018-02-27
8521,A,"DUNKIN' DONUTS, BASKIN ROBBINS",Donuts,40.72523839999999,-73.8796005,2018-02-27
8522,A,THE GASLIGHT BAR,American,40.7437901,-73.9207004,2018-02-27
8523,A,TENDO SUSHI,Japanese,40.7081439,-73.89810229999998,2018-02-27
8524,A,BAKU PALACE,Russian,40.584166700000004,-73.94824349999998,2018-02-27
8525,A,MI LINDO SAN MIGUELITO,Mexican,40.8800922,-73.9067391,2018-02-27
8526,A,CHRISTINA'S RESTAURANT,Polish,40.7291105,-73.9540066,2018-02-27
8527,A,SUBWAY,Sandwiches/Salads/Mixed Buffet,40.770684100000004,-73.90413709999999,2018-02-27
8528,A,STARBUCKS,Caf̩/Coffee/Tea,40.726223600000004,-73.8527189,2018-02-27
8529,A,MCDONALD'S,Hamburgers,40.720814000000004,-73.761147,2018-02-27
8530,A,SUGAR SWEET SUNSHINE,Bakery,40.719784000000004,-73.9870203,2018-02-27
8531,A,KAIETEUR RESTAURANT & BAKERY,Caribbean,40.71355459999999,-73.77896989999998,2018-02-27
8532,A,L'AMOUR,Jewish/Kosher,40.726025799999995,-73.85088329999998,2018-02-27
8533,A,AUGUST GATHERINGS,Chinese,40.7186517,-74.00123479999998,2018-02-27
8534,A,STARBUCKS,Caf̩/Coffee/Tea,40.762096299999996,-73.98690549999998,2018-02-27
8535,A,JUMBO CHINESE KITCHEN,Chinese,40.6977699,-73.83541629999998,2018-02-27
8536,A,THE RANDOLPH AT BROOME,American,40.719565700000004,-73.99503949999998,2018-02-27
8537,B,PASTEUR GRILL & NOODLES,Vietnamese/Cambodian/Malaysia,40.71667070000001,-73.9997116,2018-02-27
8538,A,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Caribbean,40.7372546,-73.99572049999998,2018-02-27
8540,A,SANTO DOMINGO BAKERY,Bakery,40.71861010000001,-73.9855511,2018-02-27
8541,A,HORUS KABAB HOUSE,Middle Eastern,40.724475700000006,-73.98133990000001,2018-02-27
8542,A,IM STAR CAFE,Chinese,40.7139488,-73.9965239,2018-02-27
8543,A,APPLEBEE'S,American,40.873824400000004,-73.90905649999998,2018-02-27
8544,B,CHINESE MUSICIAN RESTAURANT,Chinese,40.730422600000004,-73.9537311,2018-02-27
8545,P,OLD HOMESTEAD,American,40.7411717,-74.0046957,2018-02-27
8546,A,NEW H.K. TEA AND SUSHI,Japanese,40.6042473,-73.997224,2018-02-27
8547,A,JULIUS,American,40.7345329,-74.0017116,2018-02-27
8548,A,AMBY'S RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.6886935,-73.92407589999998,2018-02-27
8549,A,SUBWAY,Sandwiches,40.7609711,-73.99332159999999,2018-02-27
8550,A,PECAS Y ALGO MAS,Spanish,40.741547100000005,-73.9201824,2018-02-27
8551,A,ICON,Other,40.761604999999996,-73.9237689,2018-02-27
8552,A,Out Latin Food Philly Cheese Steak,Mexican,40.7624711,-73.98945049999998,2018-02-27
8553,A,COCO,Caf̩/Coffee/Tea,40.757228999999995,-73.8356575,2018-02-27
8554,A,ZOILITA RESTAURANT,Spanish,40.7202795,-73.8093224,2018-02-27
8555,A,THE HOT SPOT BBQ & GRILL,Jewish/Kosher,40.7264876,-73.78864140000002,2018-02-27
8556,B,GINA MEXICANA,Mexican,40.7845399,-73.9563797,2018-02-27
8557,A,CHIHUAHUA,Mexican,40.7424355,-73.91777549999998,2018-02-27
8558,A,"DUNKIN' DONUTS, BASKIN ROBBINS",Donuts,40.7579194,-73.9907851,2018-02-27
8559,A,Wowfulls,"Ice Cream, Gelato, Yogurt, Ices",40.7210973,-73.983485,2018-02-27
8561,A,STARBUCKS,Caf̩/Coffee/Tea,40.7025937,-73.81874669999998,2018-02-27
8563,A,ROCCA/CAFE-LOUNGE,Mediterranean,40.58347979999999,-73.94082709999998,2018-02-27
8564,A,LOWER EAST SIDE PIZZA,Pizza,40.7139592,-73.98922940000001,2018-02-27
8566,A,LITTLE GIOS PIZZA,Pizza,40.723685700000004,-73.9877463,2018-02-27
8568,A,PIONEER RESTAURANT,Chinese,40.87942,-73.90548100000002,2018-02-27
8569,A,CHINATOWN CHINESE RESTAURANT,Chinese,40.7220942,-73.9848741,2018-02-27
8570,B,KUMO SUSHI,Japanese,40.731751,-74.0035365,2018-02-27
8571,B,DA MARCELLA,Italian,40.72808209999999,-74.0016868,2018-02-27
8572,A,B -SIDE,Pizza,40.7638919,-73.9882472,2018-02-27
8573,A,BROOKLYN HALAL GRILL,Middle Eastern,40.67858349999999,-73.86677329999998,2018-02-27
8574,A,XCELLENT SOUL FOOD,Soul Food,40.6762625,-73.9220296,2018-02-27
8575,A,MOTIN SPICE AND SWEETS,Bangladeshi,40.679217799999996,-73.8645911,2018-02-27
8576,A,T&T BBQ HUT,Caribbean,40.6875116,-73.82143609999999,2018-02-27
8577,A,BOOMERANG,Korean,40.761621999999996,-73.8036803,2018-02-27
8578,A,BEER CULTURE,American,40.759538299999996,-73.9896832,2018-02-27
8579,A,SUN AND AIR,Caf̩/Coffee/Tea,40.711617600000004,-73.96146850000001,2018-02-27
8580,A,PARIS BAGUETTE,Bakery,40.7536185,-73.78158309999998,2018-02-27
8581,A,GOLDEN STEAMER,Chinese,40.60474779999999,-73.99904889999998,2018-02-27
8582,A,GOLDEN CHICKEN,American,40.690217499999996,-73.92366690000001,2018-02-27
8583,A,CENTURY CHINESE FOOD,Chinese,40.86766540000001,-73.8675379,2018-02-27
8584,A,KING'S WOK RESTAURANT,Chinese,40.6042518,-74.0064057,2018-02-27
8585,A,DOS TOROS TAQUERIA,Mexican,40.7592098,-73.97067229999998,2018-02-27
8586,A,AOYU SUSHI,Japanese,40.886229799999995,-73.90963609999999,2018-02-27
8588,A,RUSTIC TABLE,Mediterranean,40.759498,-73.99585520000001,2018-02-27
8589,A,DA NOI,Italian,40.754773,-73.970714,2018-02-27
8590,A,DIMES,American,40.7149941,-73.99154820000001,2018-02-27
8591,A,MEZETTO,Mediterranean,40.72274880000001,-73.9890752,2018-02-27
8592,A,CANDLE CAFE,Vegetarian,40.771477600000004,-73.95910359999998,2018-02-27
8593,A,FRIENDLY'S,Chinese,40.643355299999996,-73.9786182,2018-02-27
8594,A,EXCELLENT TASTE,Chinese,40.8972691,-73.8548491,2018-02-27
8595,A,ZEN FUSION CUISINE,Asian,40.72037359999999,-73.80950159999998,2018-02-27
8596,A,BAOSHOPTE,Asian,40.71435770000001,-73.99069320000001,2018-02-27
8597,B,TULCINGO RESTAURANT,Mexican,40.74751699999999,-73.863497,2018-02-27
8598,A,DENNY'S,American,40.755840299999996,-73.88018670000001,2018-02-27
8601,A,RUSS PIZZA,Pizza,40.7264515,-73.95258879999999,2018-02-27
8602,B,HERO THAI & IZAKAYA,Thai,40.760388,-73.92258000000001,2018-02-27
8603,A,O'BRIENS,Irish,40.7578475,-73.9839556,2018-02-27
8604,A,GONG CHA SKYVIEW LLC,Caf̩/Coffee/Tea,40.757228999999995,-73.8356575,2018-02-27
8607,A,PAT'S SPORTS BAR,American,40.7129165,-73.8788668,2018-02-27
8608,A,ALENBI KITCHEN,Mediterranean,40.6664848,-73.9505396,2018-02-27
8609,A,THE POUR HOUSE OF BAYRIDGE,American,40.6283744,-74.02874990000001,2018-02-27
8610,A,US Fried Chicken,Chicken,40.671114,-73.91393819999998,2018-02-27
8611,A,SHANDAR SWEET & RESTAURANT,Pakistani,40.64092790000001,-73.9689415,2018-02-27
8612,A,Happy Family,Chinese,40.7139855,-73.9875253,2018-02-27
8613,A,ODA HOUSE RESTAURANT,Eastern European,40.7240313,-73.98220450000001,2018-02-27
8614,A,CURRY HOUSE INDIAN CUISINE,Indian,40.7198412,-73.99041779999999,2018-02-27
8615,A,NANOOSH,Mediterranean,40.734238299999994,-73.9921712,2018-02-27
8616,A,TIPSY TOMATO RESTAURANT,Other,40.6800226,-73.84530550000001,2018-02-27
8618,B,PULQUERIA,Mexican,40.7144578,-73.99825909999998,2018-02-27
8619,A,VERA THAI RESTAURANT,Thai,40.743806,-73.9212221,2018-02-27
8620,B,SUSHI AZABU,Japanese,40.722420899999996,-74.00997500000003,2018-02-27
8621,A,PARADA 47 MEXICAN RESTAURANT,Mexican,40.7631807,-73.994412,2018-02-27
8622,A,JOPHSUA 19,Mexican,40.7022243,-73.8184148,2018-02-27
8623,B,TIME FLIES BBQ & BAR,Chinese,40.7608956,-73.8027008,2018-02-27
8624,A,POPEYES LOUISIANA KITCHEN,Chicken,40.713456799999996,-73.75417519999998,2018-02-27
8625,B,Grain House,Chinese,40.767911100000006,-73.73802409999998,2018-02-27
8626,A,ANTOJITOS DELI FOOD,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.605189,-73.999772,2018-02-27
8627,A,RICKY'S HARDEE,Chinese,40.6685756,-73.90619790000001,2018-02-27
8628,A,QUEEN'S PIZZA,Pizza,40.7155273,-73.8335275,2018-02-27
8629,A,CAFE ROCHELLE,Caf̩/Coffee/Tea,40.731392,-73.95414199999998,2018-02-27
8630,A,CHELSEA PAPAYA,American,40.7441545,-73.99524860000002,2018-02-27
8632,A,CROWN FRIED CHICKEN,Chicken,40.686652200000005,-73.9232377,2018-02-27
8633,A,MAY FLOWER NO.1 CHINESE RESTAURANT,Chinese,40.634187100000005,-74.11983239999998,2018-02-27
8634,A,IGLOO CAFE,Salads,40.775764,-73.911689,2018-02-27
8635,A,FRIENDS SPORTS BAR,American,40.835722600000004,-73.8549421,2018-02-27
8636,A,ORWASHERS,American,40.6864068,-73.9783928,2018-02-27
8638,A,RED HOUSE KITCHEN,Chinese,40.721199799999994,-73.8548496,2018-02-27
8639,A,PARIS BAGUETTE,Bakery,40.719155799999996,-74.00119659999999,2018-02-27
8640,A,HAPPY FRESH TORTILLA GRILL,Tex-Mex,40.6676766,-73.98062689999998,2018-02-27
8641,A,NEW HOMEMADE DUMPLING,Chinese,40.7158278,-73.98977579999998,2018-02-27
8642,A,DUNKIN' DONUTS,Donuts,40.655134999999994,-73.90732489999998,2018-02-27
8643,A,TIGER BOX,Korean,40.696331799999996,-73.9727525,2018-02-27
8644,A,FLYNNS GARDEN INN,Irish,40.746385,-73.9176652,2018-02-27
8645,A,BEAN N BEAN,Caf̩/Coffee/Tea,40.770492299999994,-73.7361554,2018-02-27
8646,A,T.G.I. FRIDAY'S,American,40.761083,-73.9828765,2018-02-27
8651,A,BOWL 360,American,40.679516299999996,-73.8401604,2018-02-27
8652,A,ON THE ROX LOUNGE & BAR,American,40.6826245,-73.8360328,2018-02-27
8653,A,CANELA COLOMBIAN RESTAURANT & BAKERY,Spanish,40.64716670000001,-74.00795509999998,2018-02-27
8654,A,THE SECOND CHANCE SALOON,American,40.7116474,-73.9460622,2018-02-27
8655,A,MOOD RING,Asian,40.6977597,-73.9269118,2018-02-27
8656,A,LE BARRICOU,French,40.7112117,-73.95005739999998,2018-02-27
8657,A,BEARD PAPA'S AND NATURAL CREAM PUFFS,Bakery,40.757228999999995,-73.8356575,2018-02-27
8660,A,KORZO,German,40.6620256,-73.99242640000001,2018-02-27
8661,Z,MOUNT HOPE BAKERY,Bakery,40.849540600000005,-73.9106347,2018-02-27
8662,A,KIRAKU SUSHI JAPANESE RESTAURANT,Japanese,40.853466,-73.85343950000001,2018-02-27
8663,A,ER BAR,Middle Eastern,40.7443603,-73.9764946,2018-02-27
8664,A,SAM'S PIZZA,Pizza,40.8793838,-73.9060626,2018-02-27
8665,B,SUSHI & TOFU,Asian,40.769905,-73.73647799999998,2018-02-27
8666,A,EL MANGU SABROSO RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.867982,-73.9004793,2018-02-27
8667,A,NAYA,Middle Eastern,40.7589074,-73.97529970000002,2018-02-27
8668,A,TRIO RESTAURANT,Russian,40.7273958,-73.7862358,2018-02-27
8669,C,RIKO PERUVIAN CUISINE,Peruvian,40.7423459,-73.91906329999998,2018-02-27
8670,A,UN PLAZA GRILL,Jewish/Kosher,40.752517499999996,-73.96769029999999,2018-02-27
8671,A,THE LAST WORD/TLW,Tapas,40.7753316,-73.91005609999998,2018-02-27
8672,A,375 THRICE COOKED FRIES,American,40.7196523,-73.9884113,2018-02-27
8674,A,DUNKIN DONUTS BASKIN ROBBINS,Donuts,40.69104799999999,-73.92437059999999,2018-02-27
8675,A,ARCHDIOCESES OF NY,American,40.7574566,-73.9639978,2018-02-27
8676,A,MAGDA RESTAURANT,Spanish,40.6766153,-73.89155759999998,2018-02-27
8677,A,BURGER KING,Hamburgers,40.7441008,-73.9234638,2018-02-27
8678,A,FUTIGI SUSHI,Japanese,40.7328535,-73.80465199999998,2018-02-27
8679,A,SUBWAY,Sandwiches,40.71597979999999,-74.0099578,2018-02-26
8680,A,TAQUERIA SINALOENSE DELI,Spanish,40.748113599999996,-73.8767633,2018-02-26
8681,Z,THE SKINNY,American,40.7215367,-73.988214,2018-02-26
8682,A,FRIEDMANS,American,40.759682500000004,-73.98635039999998,2018-02-26
8683,A,HAN SONG TING RETAURANT,Korean,40.7613195,-73.83118540000001,2018-02-26
8684,A,KUSTORY KABAB,Indian,40.7429609,-73.98247490000001,2018-02-26
8685,A,PRIMO COFFEE CART,Caf̩/Coffee/Tea,40.749855,-73.9927725,2018-02-26
8693,A,MOE'S SOUTHWEST GRILL,Mexican,40.752722999999996,-73.98599999999998,2018-02-26
8694,A,PAULS DA BURGER JOINT,Hamburgers,40.7285063,-73.98807629999999,2018-02-26
8695,Z,I SUSHI,Japanese,40.699869,-73.9097346,2018-02-26
8696,A,PIES-N-THIGHS,American,40.7111685,-73.9613651,2018-02-26
8697,Z,SANDWICH BAR,Sandwiches,40.726946500000004,-73.8222895,2018-02-26
8698,A,MARIA'S,Greek,40.7662213,-73.7720772,2018-02-26
8699,A,KENNEDY FRIED CHICKEN,Chicken,40.6238513,-74.0824135,2018-02-26
8700,A,JIMMY'S TRATTORIA,Italian,40.758481599999996,-73.76811119999998,2018-02-26
8701,A,BROOKLYN ROASTING WORKS LLC,Caf̩/Coffee/Tea,40.7284631,-73.9599072,2018-02-26
8703,A,SPARKY'S DELI,Delicatessen,40.772249200000005,-73.84532929999999,2018-02-26
8704,A,MCDONALD'S,American,40.6993588,-73.91970119999998,2018-02-26
8705,A,CREPERIE,French,40.720334799999996,-73.9883615,2018-02-26
8706,Z,$1 PIZZA,Pizza,40.680219799999996,-73.94979119999998,2018-02-26
8707,A,THE STONEWALL INN,"Bottled beverages, including water, sodas, juices, etc.",40.7338144,-74.00216280000001,2018-02-26
8708,A,DADONG NEW YORK,Chinese,40.7548641,-73.9854363,2018-02-26
8709,A,THE WATERING HOLE,American,40.73718579999999,-73.98747940000001,2018-02-26
8710,A,ANTOJITOS AND NATURAL JUICE BAR,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.83613270000001,-73.90240849999998,2018-02-26
8711,A,NU SUSHI,Japanese,40.7037464,-74.0103882,2018-02-26
8712,A,MONA KITCHEN & MARKET,American,40.7504739,-73.97028459999999,2018-02-26
8713,A,CHIPOTLE MEXICAN GRILL,Mexican,40.76586760000001,-73.9824872,2018-02-26
8714,A,PITA HOT/K BURGER,Jewish/Kosher,40.722967,-73.81953779999998,2018-02-26
8715,Z,EASTEND BAR & GRILL,American,40.777291,-73.94884499999998,2018-02-26
8716,A,Cinepolis Chelsea,Hotdogs/Pretzels,40.7448299,-73.99803899999998,2018-02-26
8717,A,XOCHIMILCO FAMILY REST,Mexican,40.818723,-73.91678800000003,2018-02-26
8718,A,NEW CITY ASIAN CUISINE,Chinese,40.7027698,-73.9256833,2018-02-26
8720,A,MING'S RESTAURANT,Chinese,40.752820899999996,-73.9967293,2018-02-26
8721,A,FLUEM,Italian,40.7078278,-74.00565970000001,2018-02-26
8722,A,EL PATRON MEXICAN GRILL,Mexican,40.7580902,-73.7875212,2018-02-26
8723,A,POPEYE'S CHICKEN & BISCUIT,American,40.61883479999999,-73.9908195,2018-02-26
8724,A,PERRY STREET,French,40.734415399999996,-74.00978690000001,2018-02-26
8725,B,FUJI JAPANESE CUISINE,Japanese,40.7175843,-73.83481590000001,2018-02-26
8726,B,PHO HOAI REST,Asian,40.598997999999995,-73.95226159999999,2018-02-26
8727,A,MY COOKING PARTY,American,40.7470142,-73.9915885,2018-02-26
8728,A,WESTVILLE,American,40.7284765,-73.98215350000001,2018-02-26
8729,A,NEW CHINA KING,Chinese,40.7124604,-73.73354499999998,2018-02-26
8730,A,SHAN DONG DUMPLING,Chinese,40.7145687,-73.99928609999998,2018-02-26
8731,A,BENJAMIN STEAKHOUSE PRIME,Steak,40.751598200000004,-73.9798574,2018-02-26
8732,A,LE PAIN QUOTIDIEN,Sandwiches,40.7720845,-73.95665029999998,2018-02-26
8733,A,FIVE LUCK,Chinese,40.7832876,-73.9474858,2018-02-26
8734,A,DOMINO'S,Pizza,40.7022033,-73.90400890000001,2018-02-26
8735,B,55 RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.75348630000001,-73.90627190000001,2018-02-26
8736,B,MOCA ASIAN BISTRO,Asian,40.720967,-73.8452834,2018-02-26
8737,Z,NALLELI PIZZA & TACOS,Pizza,40.815262700000005,-73.90005579999998,2018-02-26
8738,A,CAKES 'N SHAPES,Bakery,40.765027,-73.99110639999998,2018-02-26
8739,C,ONE EAST OCEAN PALACE,Chinese,40.717804799999996,-73.83522769999998,2018-02-26
8740,A,COURT STREET GROCERS,Delicatessen,40.6761804,-73.9985866,2018-02-26
8741,A,Mika Miga BBQ,Korean,40.7623519,-73.81553149999998,2018-02-26
8742,A,CASA MEZCAL,Mexican,40.717903299999996,-73.9900964,2018-02-26
